"","Group","PB","M0","F.Halibut.HookLine","F.Crab.Pots","F.Herring.Fleet","F.Salmon.Fleet","F.Subsistence.FIshery","F.Flatfish.Trawl","F.Other.Groundfish.Trawl","F.P..Cod.HookLine","F.P..Cod.Pot","F.P..Cod.Trawl","F.Pollock.Trawl","F.Rockfish.Trawl","F.Sablefish.HookLine","F.shrimp.trawl","M2.Transient.Killers","M2.Sperm.and.Beaked.Whales","M2.Resident.Killers","M2.Porpoises","M2.Gray.Whales","M2.Humpbacks","M2.Fin.Whales","M2.Sei.whales","M2.Right.whales","M2.Minke.whales","M2.Sea.Otters","M2.N..Fur.Seal_Juv","M2.N..Fur.Seal","M2.Steller.Sea.Lion_Juv","M2.Steller.Sea.Lion","M2.Resident.seals","M2.Shearwater","M2.Murres","M2.Kittiwakes","M2.Auklets","M2.Puffins","M2.Fulmars","M2.Storm.Petrels","M2.Cormorants","M2.Gulls","M2.Albatross.Jaeger","M2.Sleeper.shark","M2.Salmon.shark","M2.Dogfish","M2.W..Pollock_Juv","M2.W..Pollock","M2.P..Cod_Juv","M2.P..Cod","M2.Herring_Juv","M2.Herring","M2.Arrowtooth_Juv","M2.Arrowtooth","M2.P..Halibut_Juv","M2.P..Halibut","M2.YF..Sole","M2.FH..Sole_Juv","M2.FH..Sole","M2.N..Rock.sole","M2.S..Rock.sole","M2.AK.Plaice","M2.Dover.Sole","M2.Rex.Sole","M2.Misc..Flatfish","M2.Other.skates","M2.Longnose.skate","M2.Big.skate","M2.Sablefish_Juv","M2.Sablefish","M2.Eelpouts","M2.Grenadiers","M2.Misc..fish.deep","M2.POP_Juv","M2.POP","M2.Sharpchin.Rock","M2.Northern.Rock","M2.Dusky.Rock","M2.Shortraker.Rock","M2.Rougheye.Rock","M2.Shortspine.Thorns_Juv","M2.Shortspine.Thorns","M2.Other.Sebastes","M2.Atka.mackerel_Juv","M2.Atka.mackerel","M2.Greenlings","M2.Lg..Sculpins","M2.Other.sculpins","M2.Misc..fish.shallow","M2.Octopi","M2.Squids","M2.Salmon.returning","M2.Salmon.outgoing","M2.Bathylagidae","M2.Myctophidae","M2.Capelin","M2.Sandlance","M2.Eulachon","M2.Oth..managed.forage","M2.Oth..pelagic.smelt","M2.Bairdi","M2.King.Crab","M2.Misc..crabs","M2.Pandalidae","M2.NP.shrimp","M2.Sea.stars","M2.Brittle.stars","M2.Urchins.dollars.cucumbers","M2.Snails","M2.Hermit.crabs","M2.Misc..Crustacean","M2.Benthic.Amphipods","M2.Anemones","M2.Corals","M2.Hydroids","M2.Urochordata","M2.Sea.Pens","M2.Sponges","M2.Bivalves","M2.Polychaetes","M2.Misc..worms","M2.Scyphozoid.Jellies","M2.Fish.Larvae","M2.Chaetognaths","M2.Euphausiids","M2.Mysids","M2.Pelagic.Amphipods","M2.Gelatinous.filter.feeders","M2.Pteropods","M2.Copepods","M2.Pelagic.microbes","M2.Benthic.microbes","M2.Macroalgae","M2.Lg.Phytoplankton","M2.Sm.Phytoplankton","M2.Outside.Production"
"58","POP",0.09,0.0476705687952128,0.000046876343757951,0,0,0,0.0000825057717284806,0.00125745590511253,0.0024176206121452,0.000000490191005583848,0.00000107922906907601,0.000144068932678968,0.000331910696976434,0.0144483650208929,0.0000234500668317924,0,0,0.0069932036762415,0,0,0,0,0,0,0,0,0,0.000318213812064749,0.00452697071066392,0.0000554734683487579,0.00114845177227474,0.000321707475996039,0,0.000158954466582979,0.000044696215655554,0.0000150649319562309,0.000216276480176686,0.0000273793513375042,0.0000151914458255674,0.000011636245164095,0.0000189855895591992,0,0.000544739038025571,0.00103658794303391,0.00380361817734376,0,0,0,0.0000125291463603764,0,0,0,0,0,0.00427356757985813,0,0,0,0,0,0,0,0,0,0.0000323609081182696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"59","Sharpchin Rock",0.1,0.02,0.000111318077378761,0,0,0,0,0.00223247705631,0.0186236307802335,0.0000405044408316274,0.0000010513590536171,0.00266761315725975,0.000216992091014824,0.0402844124540819,0.000279964600219304,0,0,0.00563459681191909,0,0,0,0,0,0,0,0,0,0.000256392742317192,0.00364749132083119,0.0000446963221716193,0.00092533597587258,0.000259207685339221,0,0.0001280740040385,0.0000360128225342859,0.0000121382367660757,0.000174259193641043,0.0000220602059113897,0.0000122401155116003,0.0000093756043081899,0.0000152971489303093,0,0.000438909464947503,0.000835204412284648,0.00306466992549794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000260739907237621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"60","Northern Rock",0.1,0.0353494681144699,0.000108727866361228,0,0,0,0,0.000374030250099531,0.00381791835988078,0.000000817764132434749,0,0.0000862468019876855,0.0000807682789182669,0.04085507393123,0.0000374369881559391,0,0,0.00699320342007644,0,0,0,0,0,0,0,0,0,0.000318213746270548,0.00452697074835,0.0000554734847769738,0.001148451936138,0.000321707478212438,0,0.000158954330199759,0.0000446962290060993,0.0000150649081331388,0.000216276544777434,0.0000273793595155851,0.0000151914503631794,0.0000116362486397857,0.0000189855952301038,0,0.000544739010639156,0.00103658775391927,0.00380361843674343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000323609637870094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"61","Dusky Rock",0.1,0.0108022518537523,0.000282402766083233,0,0,0,0,0.0015375151830022,0.0110636306633942,0.000229231623640696,0.00000867589888747559,0.00237157240366184,0.00029744853902793,0.0499105107579856,0.00421691037102062,0,0,0.00698320104465092,0,0,0,0,0,0,0,0,0,0.000318213867890595,0.00452697150485311,0.0000554734463464059,0.00114845069937461,0.000321707545131807,0,0.000159051287087193,0.000044725652770562,0.0000150744613267884,0.000216418920773213,0.0000273973834930758,0.0000152014509754743,0.0000116362435747971,0.000018998093548075,0,0.000544739107734356,0.00103658868969218,0.00380361826101593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000323822792669163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"62","Shortraker Rock",0.1,0.0386468621434721,0.000509123662533976,0,0,0,0,0.00686651481555982,0.00238834247553478,0.000243159433197722,0.0000484802164001004,0.00069650487947965,0.000712285560696066,0.0209338132520774,0.0096974256237697,0,0,0.00699320417897014,0,0,0,0,0,0,0,0,0,0.000318213849183165,0.00452697123871761,0,0.00114845187818956,0.000321707661488713,0,0.000159101438818305,0.000044739755573203,0.0000150792145755359,0.000216487161550897,0.0000274060223807913,0.0000152062442663417,0.0000116475803777984,0.0000190040839886224,0,0.000544738766843439,0.00103658668537404,0.00380361562895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000553265480667406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"63","Rougheye Rock",0.1,0.0605168641060268,0.000239760389276167,0,0,0,0,0.00306185684926256,0.00112473641238548,0.000144738651283168,0.0000228306724115483,0.000317579727268192,0.000204099859703857,0.00985831063001851,0.00527516539248241,0,0,0.00699320372521452,0,0,0,0,0,0,0,0,0,0.000318213831893481,0.00452697099275126,0,0.00114845222291181,0.000321707344301247,0,0.000158951611395503,0.000044697623696055,0.0000150650143277284,0.000216283293416667,0.0000273802138542745,0.0000151919243933987,0.0000116366117343791,0.0000189861876518709,0,0.00054473899382478,0.0010365882233197,0.0038036170609619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000323724342293386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"64","Shortspine Thorns_Juv",1,0.35085934817081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00699886743099244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159057470755021,0.0000447273916347058,0.0000150750473985093,0.000216427334805834,0.0000273984486609346,0.0000152020419843562,0.000011644361541093,0.0000189988321645429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000323658897302133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641600887579825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"65","Shortspine Thorns",0.13,0.0236940220738589,0.000624057289259166,0,0,0,0,0.0178500343869207,0.00220053331002339,0.000907835293063185,0.0000816734894181239,0.00122530503645267,0.000867880589101872,0.024788638808431,0.031270181432773,0,0,0.00699320440959354,0,0,0,0,0,0,0,0,0,0,0,0,0.00114845046462405,0,0,0.000159209825370184,0.0000447702341651912,0.0000150649471705099,0.000216634641656298,0.0000274246925090354,0.0000152166033956827,0.0000116555151965169,0.0000190170303651633,0,0.000544739339807227,0.00103658669741141,0.00380361751933118,0,0,0,0.000194276897661579,0,0,0,0.0104406265158551,0,0,0,0,0,0,0,0,0,0,0,0.0000323205266400851,0,0,0,0.00178702242995005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"66","Other Sebastes",0.1,0.02,0.000443371537571399,0,0,0,0.000715241862024922,0.000551487832028792,0.000721229446772806,0.000869976262760661,0.000000127132107574408,0.000406926250024803,0.0000898002704634874,0.00560417456257271,0.00601308542355115,0,0,0.00547241506793699,0,0,0,0,0,0,0,0,0.00230243271160065,0.000249012886490642,0.003542505073575,0.0000434097667237358,0.000898703309423785,0.000251746450255996,0,0.000124463638532316,0.0000349995123051435,0.0000117963352576846,0.000169355978313489,0.0000214394872136059,0.0000118957094533975,0.00000911179838903886,0.0000148667256422418,0,0.000426276346093873,0.000811164700132907,0.00297645852058011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000252991870715859,0,0,0,0.0471872262154762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"67","Atka mackerel_Juv",1.9,1.26544548381339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044373613821171,0,0,0,0,0,0.0000751461959971186,0,0,0,0.00103121812068751,0,0.000159004898814582,0.0000447126082626464,0.0000150700647687077,0.000216355800882273,0.0000273893928800002,0.0000151970173800923,0.0000116405128273011,0.0000189925526388581,0,0,0,0,0,0,0,0,0,0,0.00852721439530232,0.576614421248672,0,0,0,0,0,0,0,0,0,0,0,0.0000368011003624625,0.00207206225579874,0.00131567620016921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"68","Atka mackerel",0.35,0.115431433651965,0,0,0,0,0,0.0000294990319835964,0.0313510050142348,0.0000025732360131586,0.0000012204993728081,0.00000760573315663559,0.000191425656362208,0.000474058502559264,0.0000000809705731374403,0,0,0,0,0,0,0,0,0,0,0,0,0.0000751461640018089,0.00109704869167666,0.000730203961009489,0.0177650859904678,0.0010312179613666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385442041718732,0,0,0,0.114206292788119,0,0.0582824444749531,0,0,0,0,0,0,0,0,0,0.00207948147383077,0.00207206161416299,0.00131567585455309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000201831245091984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"69","Greenlings",0.4,0.262436931595387,0,0,0,0,0.00447734186297537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000751461914185221,0.00109611336341337,0.00479933078531782,0.116762674234978,0.00103122066040725,0,0,0,0,0,0,0,0,0,0,0,0.00588044067989085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000530599475149735,0.00207206512062644,0.00131567555791223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"70","Lg. Sculpins",0.4,0.17629166256064,0.00273113051367287,0,0,0,0.0000266287390798713,0.0108926382207516,0.00207095289349168,0.00237863639120002,0.00213097527967826,0.0244108775400891,0.00283608390466036,0.00255160675284752,0.0000191156747520424,0,0,0,0,0,0,0,0,0,0,0,0,0.0000751462404724586,0.00109704844124944,0.00150070614426805,0.036543166071424,0.000818011370382997,0,0,0,0,0,0,0,0,0,0,0,0.00588043923802745,0,0,0,0,0,0,0,0,0.00000227012395017077,0.00352338453060348,0.0288758680917818,0,0,0,0,0,0,0,0,0,0.00317589762602243,0.00207206217107848,0.00131567589959045,0,0.0406425475843228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444644519959629,0.003673016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"71","Other sculpins",0.4,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220899374696277,0,0,0,0,0,0,0,0.000065872144052028,0.000961657897413028,0.0000192571681665676,0.000468506431044299,0.000717057900774073,0,0,0,0,0,0,0,0,0,0,0,0.00515471469792647,0,0,0.0109591115012781,0.0458656261940476,0.115926423429654,0,0,0.000368628774429621,0.0357089221750427,0.000659187787186914,0.0111399259687062,0,0,0.0122417638056586,0.0000575381917947128,0.00270954635130088,0,0,0,0,0.0011469988208184,0.00181634150400116,0.00115330360469529,0,0.00842741538108112,0.0334863892350986,0,0,0,0,0,0,0,0,0,0,0.000372256823083178,0,0,0.000247105460629724,0.00388145201760864,0.00435505926483526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"72","Misc. fish shallow",0.4,0.08,0,0,0,0,0.0000017953783858118,0.000301573660885875,0.000161729025378346,0.0000674595990400208,0.0000514556704954766,0.000285402421945724,0.0000408953900568575,0.000429204637514108,0.000133375260601264,0,0,0,0,0.0167268068871868,0,0.0294535664600707,0.0193403331674364,0,0,0,0,0.0000498793145729359,0.000728180525500111,0.000587434977081502,0.0143558532788981,0.00661751017595162,0,0,0,0,0,0,0,0,0,0,0.000314603782729438,0.00390322173899418,0.00328698755357561,0,0.0265630861205412,0,0.0159912090817858,0,0,0,0.0566115410152306,0.00000537540965764959,0.0044008815104603,0,0,0,0,0.000192396322804943,0,0,0.00387678810303448,0,0.000726556198241554,0.00137535895978824,0.0023512184793346,0,0.0024078028463485,0.00249710124337324,0,0,0,0.00030868857268858,0,0,0,0.0000021523051914697,0.00000000488285526820726,0,0.000012301857409662,0,0,0,0,0.00401122143346438,0.10182904675148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"73","Octopi ",0.8,0.16,0,0,0,0,0,0.0000314634712233226,0.000000528169000362238,0.0000212381756597585,0.000314537623284019,0.0000331770464058977,0.0000104720473198486,0.00000832995042470064,0.0000062968387531682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132834361056987,0.00324862959351222,0.000674110020814951,0,0,0,0,0,0,0,0,0,0,0.00313604842610373,0,0.00992419630059871,0,0.0262364620704408,0,0.0898734935299425,0,0,0,0.00000163576665188911,0.00000133713469267296,0.061012930741413,0,0,0,0,0,0,0,0,0.000337277444570682,0.00124323649685468,0,0.00140111712527458,0,0.0532585081664422,0,0.376148377416549,0.00377922571249552,0,0.00537872232291205,0,0,0,0,0,0.00000320487601944589,0.000517553027679032,0,0,0,0,0.00326505614386281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"74","Squids",3.2,0.64,0,0,0,0,0,0.0000655371426830031,0.00000070355816592603,0,0,0.00000317411361297512,0.000134321118169258,0.0000676423632415105,0.00000140300611674947,0,0,0.20022070491167,0.000381025425009689,0.24771580388888,0,0.00528891085914068,0,0.00219981348392549,0,0.000290635356299694,0.00995836395770615,0.00126820455542202,0.0180417239840746,0.00010570462251675,0.00258513793713665,0.000536431666942906,0.00354396673451099,0.00949151331853476,0.000558120573170858,0.0000192172147802449,0.0142710050455148,0.0277290698111374,0.0159368410487451,0,0,0.00684410096529829,0.000334830516136367,0.0114846544351271,0.00388882159260784,0,0.106154873927957,0,0.0125287527953699,0,0,0,0.0199470623358789,0,0.00305802663853639,0,0,0,0,0,0,0,0,0,0.00234015266597673,0,0,0.000824294572237129,0.160739383023209,0,0.0436545163989986,0.0173258367870975,0,0.00321135704964841,0,0.000126924787320785,0.00000432383720913926,0.00521657145277139,0,0,0.0000180023200036496,0,0,0,0,0.00000962522923727851,0,0,0,0,1.60161207239841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000260840573818211,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"75","Salmon returning",1.815861,0.946853808169935,0,0,0,0.372927159773523,0,0.0000603710710457607,0.00000192894560079231,0.00000000105062396557315,0,0.0000520107892077105,0.000606793708116584,0.000127734861734384,0.00000202046662179335,0,0,0,0.000494072582026524,0,0,0.044373604459658,0.0291373837688101,0.000490639720830496,0,0.00090751393351171,0,0.000576301347819575,0.00819857348481311,0.00348320537651571,0.0851705716147949,0.00268081868661638,0,0,0,0,0,0,0,0,0,0,0.00277539547761295,0.0959530236607521,0,0,0,0,0,0,0,0,0.211306266010401,0,0.00629406355084892,0,0,0,0,0,0,0,0,0,0,0.00207206186615191,0.00131567562241882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"76","Salmon outgoing",1.641523,1.47213091051086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494072820799004,0,0,0.0443735625430014,0.0291373567222839,0.000490640970795899,0,0.000907514150864514,0,0.0000751489484401924,0.00109792182286135,0.00348320364745959,0.085170529340816,0,0,0,0,0,0,0,0,0,0,0.000774396703259502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207206254361606,0.00131567927492955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"77","Bathylagidae",0.8,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000472916624581755,0.0081676653431657,0,0,0,0,0,0,0,0.0000719283557357935,0.00105007516334656,0.000409326472636105,0.00995848047584462,0,0.00100408657571356,0,0,0,0,0,0,0.000917873639133727,0,0.000741238180196693,0,0,0,0,0.00099865928601515,0,0,0,0,0,0.015986649238262,0,0,0,0,0,0,0,0,0,0,0,0.00262706592808743,0.00198333734099465,0,0,0,0,0.581636760951979,0.00584380153391838,0,0,0,0,0,0.00361827057592861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451186431425369,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"78","Myctophidae",0.8,0.16,0,0,0,0,0,0,0,0,0,0,0,0.00000000267176738245239,0,0,0,0,0.000382625811600563,0.00660826667582017,0,0,0,0,0,0,0,0.0000581956599485949,0.000849589998412252,0.0000262190515720891,0.000642431952495734,0,0.000812383079386981,0.000639502120965295,0.0100023264183884,0,0,0,0,0.000742630370984311,0,0.000599718683790934,0,0,0,0,0.00870011568354903,0,0.00175810024651408,0,0,0.0000535524530552994,0.0217076473441807,0,0,0,0,0,0,0,0,0,0,0,0.0000384668228247472,0.00160467223356707,0,0,0.0220741316307279,0,0,0,0,0.0302458586965905,0,0,0,0.00151086581402315,0,0,0.0000369709009183275,0,0,0,0,0,0,0,0,0.530387088481147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051863719777017,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"79","Capelin",0.8,0.16,0,0,0,0,0.000000404653578566587,0.000000659380318906399,0.000000000818865551387553,0,0.0000000319208680395439,0.0000000259654822112708,0.0000272479447724603,0.00000000702735527736227,0,0,0,0,0.000377263729097313,0.00651565654565645,0,0.0338827798388481,0.0222487103190991,0.000374642439294835,0,0.000692959032356325,0.00224666570245697,0.00139652384117934,0.0198672107056999,0.0000220089412416158,0.000538619441364643,0.0000237062771537903,0.00104397484781848,0.0107254603511025,0.00410768351592981,0.000157851127095882,0.0278606710133597,0.000353656502578832,0.000115265895492989,0.000732222651158243,0.00329952594269706,0.000591313964590848,0,0,0,0,0.137915385521349,0,0.016006706782503,0,0,0.0197399358960731,0.271091063232193,0,0.00454898485206805,0,0,0.0000456847919098686,0,0,0,0,0,0,0.0000371413971602627,0.0015821833096461,0.00100462312924555,0.00000962496079539959,0.00011415678840073,0.0000819696186755931,0,0,0,0,0,0,0,0,0,0,0.0000000632937118453112,0,0,0,0,0.000325561498938679,0,0,0,0.0502450326577328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000491319330832532,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
